title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
"Costing and pricing / compiled and written by Anntoinette Ralston, North-West Regional College of TAFE",https://trove.nla.gov.au/work/10362127,"Ralston, Anntoinette M",1992,Book/Illustrated|Book|Government publication,https://nla.gov.au/nla.obj-1382445730,nla.obj-1382445730,,,0,Digital Publication,,,
"What the customer wants / compiled and written by Anntoinette Ralston, North-West Regional College of TAFE",https://trove.nla.gov.au/work/10362652,"Ralston, Anntoinette M",1992,Book/Illustrated|Book|Government publication,https://nla.gov.au/nla.obj-1382446362,nla.obj-1382446362,,,0,Digital Publication,,,
"Industrial peace : the way to secure industrial efficiency, unity, and national prosperity / by Frederick Gascoyne Williams",https://trove.nla.gov.au/work/10369705,"Williams, Frederick Gascoyne",1916,Book,http://nla.gov.au/nla.obj-722056748,nla.obj-722056748,English,,81,Book,,,
A narrative of a visit to the Australian colonies / by James Backhouse,https://trove.nla.gov.au/work/10371634,"Backhouse, James, 1794-1869",1843-2010,Book|Book/Illustrated|Microform|Unpublished,http://nla.gov.au/nla.obj-138467394,nla.obj-138467394,English,,0,Book,,,
"The grace of divine healing, and, The secret of miracles / by John G. Lake",https://trove.nla.gov.au/work/10372293,"Lake, John G",1920,Book,https://nla.gov.au/nla.obj-43062826,nla.obj-43062826,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
Bile bean cookery book,https://trove.nla.gov.au/work/10375810,Bile Bean Manufacturing Co,1908,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2826830429,nla.obj-2826830429,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
Pearson's Australasian school atlas / compiled expressly for Pearson's school atlas,https://trove.nla.gov.au/work/10376998,J. W. Pearson & Co,1890-1899,Map|Map/Atlas|Book,http://nla.gov.au/nla.obj-232740106,nla.obj-232740106,,,0,Picture,,,
Records of Queensland botanists : a paper read before the above association / by J.H. Maiden,https://trove.nla.gov.au/work/10379831,"Maiden, J. H. (Joseph Henry), 1859-1925",1909,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-20119805,nla.obj-20119805,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,17,Book,,,
Health in the tropics,https://trove.nla.gov.au/work/10381160,"Marks, H. B",1932,Book,https://nla.gov.au/nla.obj-2670746793,nla.obj-2670746793,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
[Ethnology of the Australian Aborigines : bibliography of 95 articles / published by R.H. Mathews],https://trove.nla.gov.au/work/10383461,"Mathews, R. H. (Robert Hamilton), 1841-1918",1904,Book,http://nla.gov.au/nla.obj-761029739,nla.obj-761029739,,,8,Book,,,
Melville's catalogue of war stamps of 1914-15 / by Fred J. Melville,https://trove.nla.gov.au/work/10386248,"Melville, Fred J. (Fred John), 1882-1940",1915,Book/Illustrated|Book,http://nla.gov.au/nla.obj-8784728,nla.obj-8784728,,,52,Book,,,
Physical training tables without apparatus and the sequence of instruction in recreational training subjets,https://trove.nla.gov.au/work/10387718,Great Britain. War Office,1937-1940,Book|Book/Illustrated|Government publication,http://nla.gov.au/nla.obj-52796408,nla.obj-52796408,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,30,Book,,,
Billy Maloney song book,https://trove.nla.gov.au/work/10387986,,1920-1929,Book,http://nla.gov.au/nla.obj-94469717,nla.obj-94469717,,,40,Book,,,
Sid Beck's song winners,https://trove.nla.gov.au/work/10388289,,1920-1929,Book,http://nla.gov.au/nla.obj-38212919,nla.obj-38212919,,,36,Book,,,
"Discovery of Australia by De Quiros, 1606 / by Cardinal Moran",https://trove.nla.gov.au/work/10392649,"Moran, Patrick Francis, 1830-1911",1906-1907,Book,https://nla.gov.au/nla.obj-52782943,nla.obj-52782943,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
Mullen's guide to old time dances / prepared by M.C,https://trove.nla.gov.au/work/10393623,M. C,1933,Book,https://nla.gov.au/nla.obj-2441382877,nla.obj-2441382877,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
The Plus in your policy / issued by the leading life asurance offices in Australia and sent to you with the compliments of the Mutual Life & Citizens' Assurance Co. Ltd,https://trove.nla.gov.au/work/10396117,MLC,1949,Book,http://nla.gov.au/nla.obj-2438504941,nla.obj-2438504941,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Multi Volume Book,1,nla.obj-2428558076,
The Plus in your policy / issued by the leading life asurance offices in Australia and sent to you with the compliments of the Mutual Life & Citizens' Assurance Co. Ltd,https://trove.nla.gov.au/work/10396117,MLC,1949,Book,http://nla.gov.au/nla.obj-2438506988,nla.obj-2438506988,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Multi Volume Book,2,nla.obj-2428558076,
The Plus in your policy / issued by the leading life asurance offices in Australia and sent to you with the compliments of the Mutual Life & Citizens' Assurance Co. Ltd,https://trove.nla.gov.au/work/10396117,MLC,1949,Book,https://nla.gov.au/nla.obj-2428558076,nla.obj-2428558076,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,0,Multi Volume Book,,,nla.obj-2438504941|nla.obj-2438506988
"Japanese village : the native village is peopled by Japanese men, women and children in native costume who daily illustrate the art industries of Japan / director [ie, promoted by] Pemberton W. Willard",https://trove.nla.gov.au/work/10412589,"Willard, Pemberton W",1886,Book,http://nla.gov.au/nla.obj-52854039,nla.obj-52854039,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,34,Book,,,
Nieuw Zuid Wales : vooruitgang en hulpbronnen / uitgegven op last der Commissie voor de Internationale Tentoonstelling te Amsterdam ; vertaald door B. van Leer,https://trove.nla.gov.au/work/10413094,"Van Leer, B.",1883,Book|Government publication,https://nla.gov.au/nla.obj-451174412,nla.obj-451174412,Dutch,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,48,Book,,,
Notes on the oology of Lord Howe Island / by A.J. North,https://trove.nla.gov.au/work/10416140,"North, Alfred J. (Alfred John), 1855-1917",1889,Book/Illustrated|Government publication|Book,http://nla.gov.au/nla.obj-439942651,nla.obj-439942651,,,12,Book,,,
Sands' Sydney directory for 1870 : [publisher's blurb],https://trove.nla.gov.au/work/10420594,John Sands (Firm),1869,Book,https://nla.gov.au/nla.obj-570189539,nla.obj-570189539,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
"Honorable Gentlemen of the Legislative Council ; and, Gentlemen of the Legislative Assembly : [speech on opening the Parliament of New South Wales for the first session, 1857-1858 / by Sir william Denison]",https://trove.nla.gov.au/work/10420897,New South Wales. Governor,1857,Book|Government publication,https://nla.gov.au/nla.obj-393040065,nla.obj-393040065,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
"Reply to A brief statement of facts in connection with an overland expedition from Lake George to Port Phillip in 1824, published in May last by Hamilton Hume / by William Hilton Hovell",https://trove.nla.gov.au/work/10421129,"Hovell, W. H. (William Hilton), 1786-1875",1855,Book,https://nla.gov.au/nla.obj-406258094,nla.obj-406258094,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,26,Book,,,
"[Lutheran Church, Sydney : record for foundation stone of church, 1882]",https://trove.nla.gov.au/work/10422371,,1882,Book,http://nla.gov.au/nla.obj-76440445,nla.obj-76440445,,,1,Book,,,
"Rural, regional and remote health : a study on mortality",https://trove.nla.gov.au/work/10422917,Australian Institute of Health and Welfare,2003-2007,Government publication|Book|Book/Illustrated|Article/Book chapter|Article,https://nla.gov.au/nla.obj-721898513,nla.obj-721898513,,,0,Digital Publication,,,
"Wee one from-- Hans Andersen's ""Thumbelina"" : the story of a fairy child who was no bigger than your thumb / adapted and illustrated by Connie Christie",https://trove.nla.gov.au/work/10423288,"Christie, Connie",1940,Book|Book/Illustrated,http://nla.gov.au/nla.obj-24329508,nla.obj-24329508,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
Law Society of New South Wales,https://trove.nla.gov.au/work/10423945,,1874,Book,http://nla.gov.au/nla.obj-415977771,nla.obj-415977771,,,4,Book,,,
Tom Pagdin pirate / by Edwin J. Brady,https://trove.nla.gov.au/work/10425119,"Brady, E. J. (Edwin James), 1869-1952",1911-1922,"Book|Book/Illustrated|Periodical|Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-4201141,nla.obj-4201141,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,224,Book,,,
On the introduction of local industries into New South Wales / by Sizar Elliot,https://trove.nla.gov.au/work/10427645,"Elliott, Sizar, 1814-1901",1872-1876,Book|Book/Illustrated,http://nla.gov.au/nla.obj-396558453,nla.obj-396558453,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,22,Book,,,
The three k's kingdom : kookaburra kangaroo koala / specially written by Cecil Le Souëf,https://trove.nla.gov.au/work/10427959,"Le Souëf, J. Cecil (John Cecil), 1902-",1930-1939,Book|Book/Illustrated,http://nla.gov.au/nla.obj-22559311,nla.obj-22559311,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,34,Book,,,
Documents referred to in the annexed questions and formula,https://trove.nla.gov.au/work/10430192,Presbyterian Church of Eastern Australia. Synod,1860-1869,Book,https://nla.gov.au/nla.obj-688657353,nla.obj-688657353,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
A commercial handbook devoted to the promotion of Philippine commerce / prepared and compiled by the Philippine Carnival association ... ..,https://trove.nla.gov.au/work/10430722,Philippines Exposition,1923,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2921888846,nla.obj-2921888846,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,76,Book,,,
Korea / Dept. of External Affairs,https://trove.nla.gov.au/work/10431978,Australia. Department of Foreign Affairs,1945-1962,Article/Journal or magazine article|Article|Book,https://nla.gov.au/nla.obj-1259453360,nla.obj-1259453360,English,,54,Journal,,,
"[Letter] 1899 Oct. 9, Town Hall, Sydney / United Federal Executive",https://trove.nla.gov.au/work/10434696,United Federal Executive,1899,Book,http://nla.gov.au/nla.obj-72888929,nla.obj-72888929,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
"Wild notes, from the lyre of a native minstrel / by Charles Tompson ; with an introduction by G.A. Wilkes and G.A. Turnbull",https://trove.nla.gov.au/work/10436731,"Tompson, Charles, 1807-1883",1826-2002,Book|Book/Illustrated|Microform,https://nla.gov.au/nla.obj-492175961,nla.obj-492175961,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,84,Book,,,
The Tell-U-Vision entertainer : the wrestling chart published to create a mind picture and increase your appreciation of the radio broadcasts,https://trove.nla.gov.au/work/10441191,I.A.W. Home Training System,1920-1929,Book,http://nla.gov.au/nla.obj-99042696,nla.obj-99042696,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"Business of the Senate, 1 January to 31 December 2002 / produced by the Table Office",https://trove.nla.gov.au/work/10454764,Australia. Parliament. Senate| The Senate| Australia. Parliament. Senate,2002-2003,Article/Journal or magazine article|Government publication|Article|Book,https://nla.gov.au/nla.obj-1110217691,nla.obj-1110217691,,,146,Journal,,,
"Kilmore, 1837-1937 : the tale of a century / by J.A. Maher",https://trove.nla.gov.au/work/10466869,"Maher, J. A. (James Alipius), 1868-1940",1938-2002,Book|Book/Illustrated|Unpublished,http://nla.gov.au/nla.obj-499945998,nla.obj-499945998,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,171,Book,,,
Medea and other plays / Euripides ; translated by John Davie ; introduction and notes by Richard Rutherford,https://trove.nla.gov.au/work/1047470,Euripides,1818-2014,Book|Book/Illustrated|Book/Braille,http://nla.gov.au/nla.obj-75457015,nla.obj-75457015,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,34,Book,,,
"Journal of a voyage to Australia : by the Cape of Good Hope, six months in Melbourne, and return to England by Cape Horn, including scenes and sayings on sea and land / by Sinclair Thomson Duncan",https://trove.nla.gov.au/work/10486643,"Duncan, Sinclair Thomson",1869-1884,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2857610950,nla.obj-2857610950,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,232,Book,,,
"An account of the settlements of the New Zealand Company, from personal observation during a residence there / by Henry William Petre",https://trove.nla.gov.au/work/10499665,"Petre, Henry William, 1820-1889",1841-1971,Book|Book/Illustrated|Microform,http://nla.gov.au/nla.obj-502233922,nla.obj-502233922,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,116,Book,,,
"Accreditation report : the education and training programs of the Royal Australian and New Zealand College of Obstetricians and Gynaecologists / AMC, Specialist Education Accreditation Committee",https://trove.nla.gov.au/work/10507670,Australian Medical Council,2003-2016,Book|Book/Illustrated,https://nla.gov.au/nla.obj-306544275,nla.obj-306544275,,,0,Digital Publication,,,
Tasmania's nature conservation strategy 2002-2006 : an action plan to protect Tasmania's natural diversity and maintain ecological processes and systems ; final report,https://trove.nla.gov.au/work/10511362,Tasmania. State Biodiversity Committee,2001,Book/Illustrated|Government publication|Book,https://nla.gov.au/nla.obj-1382485959,nla.obj-1382485959,,,0,Digital Publication,,,
"Wordlists of Delta Edo : Epie, Engenni, Degema / [by] Elaine Thomas [and] Kay Williamson",https://trove.nla.gov.au/work/10522535,"Thomas, Elaine",1967,Book|Book/Illustrated,https://nla.gov.au/nla.obj-503077851,nla.obj-503077851,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,114,Book,,,
"Lecture delivered on January 25, 1909, in the Victoria Barracks, to officers of the Austral Intelligence Corps. on modern photo-geodetic methods and graphic processes for producing topographic maps / by James Aebi",https://trove.nla.gov.au/work/10534935,"Aebi, James",1909,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2194038849,nla.obj-2194038849,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
Orient Line : Perth and Fremantle,https://trove.nla.gov.au/work/10567956,Orient Steam Navigation Company,1930-1939,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2541629794,nla.obj-2541629794,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
Adventures in music,https://trove.nla.gov.au/work/10568673,"Heinze, Bernard Sir, 1894-1982",1940-1970,Book/Illustrated|Book|Article/Journal or magazine article|Article|Government publication,https://nla.gov.au/nla.obj-1316400946,nla.obj-1316400946,,,32,Journal,,,
The boom of 1890 - and now : a call to Australia to put her house in order lest drought and falling prices for wool and wheat overtake us again / E.O.G. Shann,https://trove.nla.gov.au/work/10569029,"Shann, E. O. G. (Edward Owen Giblin), 1884-1935",1927-1929,Book|Microform,http://nla.gov.au/nla.obj-189331136,nla.obj-189331136,,,43,Book,,,
