title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
Number one / edited by A. Pendragon,https://trove.nla.gov.au/work/12159836,"Isaacs, George",1861,Book,https://nla.gov.au/nla.obj-2378806706,nla.obj-2378806706,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,52,Book,,,
"Prospectus of a daily paper to be designated ""The Australian League""",https://trove.nla.gov.au/work/12160350,,1850,Book,http://nla.gov.au/nla.obj-88843869,nla.obj-88843869,,,1,Book,,,
[Circular letter concerning rates of interest payable to the Australian Trust Company],https://trove.nla.gov.au/work/12160473,Australian Trust Company,1846,Book,https://nla.gov.au/nla.obj-2347921005,nla.obj-2347921005,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
"In memoriam : Eustace William Ferguson, M.B., Ch.M., D.P.H., Pathologist and naturalist",https://trove.nla.gov.au/work/12160605,,1927,Book/Illustrated|Book,http://nla.gov.au/nla.obj-363465970,nla.obj-363465970,,,10,Book,,,
"Testimonials in favour of Eustace W. Ferguson, M.B., Ch.M. (Syd.) : applicant for the position of Hon. Assistant Pathologist, Sydney Hospital",https://trove.nla.gov.au/work/12160614,,1912,Book,http://nla.gov.au/nla.obj-369393130,nla.obj-369393130,,,7,Book,,,
"How to become rich beyond the dreams of avarice in the shortest possible time, or, Labor & socialism / by Bertha McNamara",https://trove.nla.gov.au/work/12161679,"McNamara, Bertha",1908,Book,https://nla.gov.au/nla.obj-2531612355,nla.obj-2531612355,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
Prostitution : lecture / delivered by Mrs. James Booth,https://trove.nla.gov.au/work/12161929,"Booth, James, Mrs",1917,Book,http://nla.gov.au/nla.obj-52866997,nla.obj-52866997,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,29,Book,,,
Bapu Gandhi,https://trove.nla.gov.au/work/12163427,"Piddington, A. B. (Albert Bathurst), 1862-1945",1930-1946,Book/Illustrated|Book,http://nla.gov.au/nla.obj-363992119,nla.obj-363992119,,,64,Book,,,
Shanghai Yü ying tang zheng xin lu,https://trove.nla.gov.au/work/12183597,Shanghai yu ying tang,1800,Book,https://nla.gov.au/nla.obj-48355311,nla.obj-48355311,Chinese,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,74,Book,,,
"Remarks on the past, present, and future of the Australian flora / by W. Woolls",https://trove.nla.gov.au/work/12188171,"Woolls, William, 1814-1893",1895-1995,Book|Microform,http://nla.gov.au/nla.obj-63194987,nla.obj-63194987,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,38,Book,,,
"Not like man bimanous and biped, nor yet quadrumanous, but cheiropodous / by George Britton Halford",https://trove.nla.gov.au/work/12192790,"Halford, George Britton",1863,Book|Book/Illustrated,http://nla.gov.au/nla.obj-402653182,nla.obj-402653182,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
"Family notes, collected during many years, and dedicated to those interested / by Justin M. Browne",https://trove.nla.gov.au/work/12193291,"Browne, Justin M",1887,Book,http://nla.gov.au/nla.obj-52770290,nla.obj-52770290,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,117,Book,,,
"William Hewitson, first Master of Knox College : memorial tributes to the Rev. William Hewitson, B.A. / by students, colleagues and friends; edited by John Dickie, J.D. Salmond",https://trove.nla.gov.au/work/12194631,"Dickie, John, 1875-1942",1935,Book|Book/Illustrated,https://nla.gov.au/nla.obj-364671337,nla.obj-364671337,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,50,Book,,,
"Bully Hayes, barrator, bigamist, buccaneer, blackbirder and pirate : an authentic life of William Henry Hayes of Ohio or New York, U.S.A., born 1829, killed 1877 / compiled and written by A.T. Saunders",https://trove.nla.gov.au/work/12194657,"Saunders, A. T",1915-1932,Book,http://nla.gov.au/nla.obj-355373423,nla.obj-355373423,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,44,Book,,,
"Burial of the late Sir Littleton Groom, K.C., M.P., at St. John's Church, Canberra, 10th November, 1936",https://trove.nla.gov.au/work/12194858,,1936,Book,http://nla.gov.au/nla.obj-364825576,nla.obj-364825576,,,4,Book,,,
Ben Halyard : a story of Bass and Flinders / by A. G. Alanson,https://trove.nla.gov.au/work/12194894,"Alanson, A. G. (Alfred Godwin)",1907-1911,Book/Illustrated|Book,http://nla.gov.au/nla.obj-364581089,nla.obj-364581089,,,110,Book,,,
William Aitcheson Haswell 1854-1925 (with portrait) / Linnean Society of New South Wales,https://trove.nla.gov.au/work/12194933,Linnean Society of New South Wales,1907,Book|Book/Illustrated,http://nla.gov.au/nla.obj-364606518,nla.obj-364606518,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
"Lays of Lake Wendouree, Mind your locomotive and other poems / by J.W. Mills",https://trove.nla.gov.au/work/12197940,"Mills, J. W. (John William)",1892,Book,http://nla.gov.au/nla.obj-43513339,nla.obj-43513339,,,90,Book,,,
Hurricane Hinkler,https://trove.nla.gov.au/work/12200270,,1928,Book/Illustrated|Book,http://nla.gov.au/nla.obj-364858735,nla.obj-364858735,,,30,Book,,,
A current biography of Charles Lloyd Jones / by Bartlett Adamson,https://trove.nla.gov.au/work/12200334,"Adamson, Bartlett, 1884-1951",1948,Book|Book/Illustrated,http://nla.gov.au/nla.obj-365725126,nla.obj-365725126,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
The Sandfly Colliery and railway : descriptive and illustrative,https://trove.nla.gov.au/work/12201218,Sandfly Colliery Company,1920-1929,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52867292,nla.obj-52867292,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,26,Book,,,
"Electrical wiring rules : prepared at the interstate conference, Melbourne, February 1922 ... revised November, 1924",https://trove.nla.gov.au/work/12201530,"Institution of Engineers, Australia",1925,Book,https://nla.gov.au/nla.obj-52813403,nla.obj-52813403,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,66,Book,,,
Value for value : an address for the Australian Women's Guild of Empire / by Sir Hal Colebatch,https://trove.nla.gov.au/work/12203164,"Colebatch, Hal, Sir, 1872-1953",1932,Book,https://nla.gov.au/nla.obj-2237336612,nla.obj-2237336612,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
"William Lane, born September 6th, 1861 - died August 26th, 1917",https://trove.nla.gov.au/work/12203443,,1917,Book/Illustrated|Book,http://nla.gov.au/nla.obj-365949389,nla.obj-365949389,,,8,Book,,,
"Albert's flute, piccolo or fife tutor / written, composed and arranged by Carlo Minasi",https://trove.nla.gov.au/work/12204199,"Minasi, Carlo",1800-1899,Book,https://nla.gov.au/nla.obj-43600591,nla.obj-43600591,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,26,Book,,,
A portrait of the artist as a young man : an appreciation / J.W. Campbell,https://trove.nla.gov.au/work/12204243,"Campbell, J. W",1933,Book,https://nla.gov.au/nla.obj-2927803772,nla.obj-2927803772,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
From tent to Parliament : The life of Peter Lalor; history of the Eureka Stockade,https://trove.nla.gov.au/work/12204881,Gold digger,1904,Book/Illustrated|Book,http://nla.gov.au/nla.obj-365757128,nla.obj-365757128,,,68,Book,1,nla.obj-396850531,
From tent to Parliament : The life of Peter Lalor; history of the Eureka Stockade,https://trove.nla.gov.au/work/12204881,Gold digger,1904,Book/Illustrated|Book,http://nla.gov.au/nla.obj-397263899,nla.obj-397263899,,,2,Multi Volume Book,2,nla.obj-396850531,
From tent to Parliament : The life of Peter Lalor; history of the Eureka Stockade,https://trove.nla.gov.au/work/12204881,Gold digger,1904,Book/Illustrated|Book,http://nla.gov.au/nla.obj-396850531,nla.obj-396850531,,,0,Multi Volume Book,,,nla.obj-365757128|nla.obj-397263899
"Report from the Royal Commission on Old-Age Pensions : together with proceedings, minutes of evidence, appendices, and a synopsis of the evidence",https://trove.nla.gov.au/work/12207670,Australia. Royal Commission on Old-Age Pensions,1906,Government publication|Article|Book,https://nla.gov.au/nla.obj-742931155,nla.obj-742931155,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,380,Book,,,
New ways of war / by Tom Wintringham,https://trove.nla.gov.au/work/12210755,"Wintringham, Tom, 1898-1949",1939-1940,Book|Book/Illustrated,https://nla.gov.au/nla.obj-486115013,nla.obj-486115013,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,132,Book,,,
Mixed nudist camps throughout the world / [Health and Physical Culture],https://trove.nla.gov.au/work/12211890,Health and Physical Culture Publishing,1939,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2852447706,nla.obj-2852447706,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,176,Book,,,
"A Historical review of Natimuk and district : compiled in connection with the Back to Natimuk celebrations, April 5 to 12, 1947",https://trove.nla.gov.au/work/12212133,Natimuk Progress Association (Vic.),1947,Book|Book/Illustrated|Unpublished,http://nla.gov.au/nla.obj-43318228,nla.obj-43318228,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,42,Book,,,
"The military problem of venereal disease : an address to officers of the A.I.F. / by Dr. Richard Arthur, M.L.A",https://trove.nla.gov.au/work/12212238,"Arthur, Richard, 1865-1932",1917,Book,https://nla.gov.au/nla.obj-39369672,nla.obj-39369672,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,17,Book,,,
"Back to Bill's Gully and Yanipy : souvenir booklet, celebrations held November 3, 1937",https://trove.nla.gov.au/work/12212292,"Coutts, John",1937,Book/Illustrated|Book,http://nla.gov.au/nla.obj-52780466,nla.obj-52780466,,,22,Book,,,
The adventurous elves : an authoritative fairy story / by May Lillian Paten ; illustrated by Christian Yandell,https://trove.nla.gov.au/work/12212472,"Paten, May Lillian",1926,Book|Book/Illustrated,https://nla.gov.au/nla.obj-73161030,nla.obj-73161030,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,64,Book,,,
Éloge du Capitaine Cook / par M. Blanc Gilli,https://trove.nla.gov.au/work/12213030,"Blanc-Gilli, Mathieu",1787,Book,http://nla.gov.au/nla.obj-634951805,nla.obj-634951805,French,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,134,Book,,,
"Report on white men's graves in the interior / [David E. Wilkie, Fred. Mueller]",https://trove.nla.gov.au/work/12213133,"Wilkie, David E. (David Elliott)",1916,Book,http://nla.gov.au/nla.obj-366157745,nla.obj-366157745,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
Manly and its environs : a reminiscence / compiled under the auspices of the Municipality of Manly,https://trove.nla.gov.au/work/12213171,Manly (N.S.W. : Municipality). Council,1910-1919,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52780523,nla.obj-52780523,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,58,Book,,,
Mums recipe book containing full directions for the preparation of appetising dishes for all occasions,https://trove.nla.gov.au/work/12213595,Lothian Manufacturing Co,1915-1941,Book/Illustrated|Book,http://nla.gov.au/nla.obj-702296893,nla.obj-702296893,,,68,Book,,,
"An historical review of the Society for the Relief of Destitute Children : from the year 1852 up to the time of requisitioning of the Society's buildings and lands, in 1915, by the federal authorities for military hospital purposes / by Joseph Coulter",https://trove.nla.gov.au/work/12213818,"Coulter, Joseph",1916,Book,https://nla.gov.au/nla.obj-2734995336,nla.obj-2734995336,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,248,Book,,,
"Exhibition Building, Melbourne : illustrated official handbook to the aquarium, picture galleries, and museum collections under the control of the Exhibition Trustees.  Also description of cyclorama of old Melbourne / compiled by James E. Sherrard",https://trove.nla.gov.au/work/12213829,"Sherrard, James E",1894,Book|Book/Illustrated|Government publication,http://nla.gov.au/nla.obj-613535894,nla.obj-613535894,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,126,Book,,,
"Colonel Light, the founder of Adelaide, unveiling of memorial, 1905, and of statue, 1906",https://trove.nla.gov.au/work/12215132,,1906,Book/Illustrated|Book,http://nla.gov.au/nla.obj-366213330,nla.obj-366213330,,,74,Book,,,
"Official programme of the Melbourne Music Festival, Christmas week, 1882",https://trove.nla.gov.au/work/12215436,Melbourne Music Festival (1882),1882,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2847461058,nla.obj-2847461058,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,138,Book,,,
"Interim report : reporting on the natural resources of the Mandated Territory 26th May, 1922 / Commonwealth New Guinea Expedition Dec. 9th, 1920, to Nov. 14th, 1921",https://trove.nla.gov.au/work/12216671,Commonwealth New Guinea Expedition (1920-1921),1922,Book/Illustrated|Book,http://nla.gov.au/nla.obj-382223,nla.obj-382223,,,54,Book,,,
"The rival fairies, or, Little Mamie's troubles : an Australian story for children / by Desda",https://trove.nla.gov.au/work/12217613,Desda,1871,Book|Book/Illustrated|Microform,https://nla.gov.au/nla.obj-52798937,nla.obj-52798937,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,23,Book,,,
"Passages from memorial service conducted by Rev. Professor S. Angus, assisted by Rev. S.R.W. Richardson, the Rev. J. J. Gilmore and Mr. Justice Boyce on Sunday April 2, 1933, for the late Hugh and Katherine McIlrath who perished in the loss of the Imperial Airways airliner, ""The City of Liverpool,"" Belgium. 27/3/1933",https://trove.nla.gov.au/work/12217735,"Angus, S. (Samuel), 1881-1943",1933,Book/Illustrated|Book,http://nla.gov.au/nla.obj-367155011,nla.obj-367155011,,,16,Book,,,
John Macarthur,https://trove.nla.gov.au/work/12217859,,1947,Book,http://nla.gov.au/nla.obj-367152260,nla.obj-367152260,,,17,Book,,,
Dr. Dill Macky : Souvenir,https://trove.nla.gov.au/work/12218020,,1900-1909,Book/Illustrated|Book,http://nla.gov.au/nla.obj-367178731,nla.obj-367178731,,,24,Book,,,
Fifty years of Congregationalism in Broken Hill : 1887-1937,https://trove.nla.gov.au/work/12218054,Broken Hill Congregational Church,1937,Book|Book/Illustrated|Microform,http://nla.gov.au/nla.obj-588285517,nla.obj-588285517,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"In Memoriam J. W. C. McLennan, J.P. / by W. Huey Steele",https://trove.nla.gov.au/work/12218110,"Steele, W. Huey (William Huey)",1908,Book,http://nla.gov.au/nla.obj-367256351,nla.obj-367256351,,,20,Book,,,
A Queen is crowned,https://trove.nla.gov.au/work/12218409,Rank Organisation,1953,Book|Book/Illustrated,https://nla.gov.au/nla.obj-363242052,nla.obj-363242052,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
The Coronation : Queen Elizabeth II : June 2nd 1953,https://trove.nla.gov.au/work/12218442,,1953,Book/Illustrated|Book,http://nla.gov.au/nla.obj-363404778,nla.obj-363404778,,,2,Book,,,
"The order of service on the occasion of the marriage at Westminister Abbey of her royal highness the Princess Elizabeth and Lieutenant Philip Mountbatten, Thursday, 20th November, 1947, at 12.30 pm",https://trove.nla.gov.au/work/12218511,,1947,Book,http://nla.gov.au/nla.obj-363276400,nla.obj-363276400,,,8,Book,,,
"Walter Buchanan's price current of New South Wales and Van Diemen's Land produce, &c. No.4",https://trove.nla.gov.au/work/12219887,"Buchanan, Walter",1829,Book,https://nla.gov.au/nla.obj-2453121689,nla.obj-2453121689,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
"Vindication of the character and conduct of the Rev. T. Wigmore ... : in a letter, addressed to the Lord Bishop of Tasmania, with a preface to the public",https://trove.nla.gov.au/work/12219957,"Wigmore, T., active 1844-1845",1845,Book,https://nla.gov.au/nla.obj-52764847,nla.obj-52764847,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
Gresham S. Matthews,https://trove.nla.gov.au/work/12221445,,1945,Book/Illustrated|Book,http://nla.gov.au/nla.obj-366628814,nla.obj-366628814,,,26,Book,,,
"Brother John : incidents in the life and work of John Dent Martyn, priest / [Ivy Martyn]",https://trove.nla.gov.au/work/12221459,"Martyn, Ivy",1932,Book|Book/Illustrated,https://nla.gov.au/nla.obj-366863864,nla.obj-366863864,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,176,Book,,,
"In memory of the late Professor G.W.L. Marshall-Hall, Director of the University Conservatorium of Music, Melbourne : born : London, March 28, 1862, died : Melbourne, July 18, 1915",https://trove.nla.gov.au/work/12221471,,1915,Book/Illustrated|Book,http://nla.gov.au/nla.obj-369322773,nla.obj-369322773,,,34,Book,,,
"Two letters describing the voyage of the May family to South Australia in 1839, and its settlement near Mount Barker, in that colony",https://trove.nla.gov.au/work/12221624,"May, W. L. (William Lewis), 1861-1925",1911,Book|Book/Illustrated,http://nla.gov.au/nla.obj-366641722,nla.obj-366641722,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,45,Book,,,
In memoriam G.W.L. Marshall-Hall,https://trove.nla.gov.au/work/12223359,,1915,Book/Illustrated|Book,http://nla.gov.au/nla.obj-366613556,nla.obj-366613556,,,18,Book,,,
"The Parish Church of St. John the Evangelist, Farsley : souvenir of the British Empire bazaar to be held (D.V.) in the Church school, Thursday, Friday and Saturday, October 6th, 7th and 8th, 1910, containing a history of the Parish Church and a short memoir of the Rev. Samuel Marsden with photographs",https://trove.nla.gov.au/work/12223438,,1910,Book/Illustrated|Book,http://nla.gov.au/nla.obj-366418317,nla.obj-366418317,,,64,Book,,,
"Australia in Palestine / H.S. Gullett, Chas. Barrett, editors ; David Barker, art editor",https://trove.nla.gov.au/work/12223574,"Gullett, Henry, Sir, 1878-1940",1919,Book|Book/Illustrated,https://nla.gov.au/nla.obj-19014807,nla.obj-19014807,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,220,Book,,,
The limber log / editor H. Garland ...[et. al.],https://trove.nla.gov.au/work/12223618,"Garland, H",1917,Book|Book/Illustrated,http://nla.gov.au/nla.obj-6224543,nla.obj-6224543,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,68,Book,,,
Pitfalls of land settlement,https://trove.nla.gov.au/work/12224730,Australia. Department of Post-war Reconstruction,1940-1949,Article/Journal or magazine article|Government publication|Article|Book,https://nla.gov.au/nla.obj-1274176983,nla.obj-1274176983,,,16,Journal,,,
Pitcairn : nouvelle ile fortunee dans l'ocean Pacifique / traduit de l'anglais,https://trove.nla.gov.au/work/12225123,"Murray, T. B. (Thomas Boyles), 1798-1860",1853-1861,Book|Book/Illustrated,http://nla.gov.au/nla.obj-497475941,nla.obj-497475941,,,86,Book,,,
"A Chinese appeal against the discriminating legislation as embodied in the New South Wales Factories and Shops (Amendment) Bill, 1926 / by the Chinese Chamber of Commerce of New South Wales",https://trove.nla.gov.au/work/12225263,Chinese Chamber of Commerce of New South Wales,1926,Book,http://nla.gov.au/nla.obj-499918037,nla.obj-499918037,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
The Melbourne Marriage Guidance Council,https://trove.nla.gov.au/work/12226817,,1951,Book,http://nla.gov.au/nla.obj-52836655,nla.obj-52836655,,,7,Book,,,
Report of the Committee on Practical Technical Education,https://trove.nla.gov.au/work/12227216,Hong Kong. Committee on Practical Technical Education,1931,Book,http://nla.gov.au/nla.obj-602022402,nla.obj-602022402,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,42,Book,,,
Castlecrag album,https://trove.nla.gov.au/work/12228372,"Griffin, Walter Burley, 1876-1937",1926,Book|Book/Illustrated|Microform,https://nla.gov.au/nla.obj-52783702,nla.obj-52783702,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
Air Force House,https://trove.nla.gov.au/work/12228477,,1941,Book,http://nla.gov.au/nla.obj-52812118,nla.obj-52812118,,,5,Book,,,
"The bank took my pension : Mr. Gordon Wilkins, former Country Party member for Bathurst, tells his own story ... ..",https://trove.nla.gov.au/work/12228565,"Wilkins, Gordon",1932,Book,https://nla.gov.au/nla.obj-2575667397,nla.obj-2575667397,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
Thomas Moore : an early Australian worthy / by F.B. Boyce,https://trove.nla.gov.au/work/12228686,"Boyce, F. B. (Francis Bertie), 1844-1931",1914-1922,Book,http://nla.gov.au/nla.obj-366919583,nla.obj-366919583,,,18,Book,,,
"Souvenir of jubilee of Rev. Robert Mitchell (1872-1922), February 19, 23, 26 and 27, 1922",https://trove.nla.gov.au/work/12228697,"Goodwood Presbyterian Church (Goodwood, S.A.)",1922,Book|Book/Illustrated,http://nla.gov.au/nla.obj-366904917,nla.obj-366904917,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
My travels around the world : letters to my wife / by A. Poynton,https://trove.nla.gov.au/work/12229103,"Poynton, Alexander, 1853-1935",1912,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52783766,nla.obj-52783766,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,80,Book,,,
"Book time table of the Victorian Railways : including the late Melbourne and Hobson's Bay United Railways and the Deniliquin and Moama Railway, 1st June 1880",https://trove.nla.gov.au/work/12230825,Victorian Railways,1880,Book,http://nla.gov.au/nla.obj-293476134,nla.obj-293476134,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,70,Book,,,
Re-establishment and social service benefits available to empire (other than United Kingdom) and allied service personnel who settle in Australia,https://trove.nla.gov.au/work/12231459,,1940-1949,Book,https://nla.gov.au/nla.obj-1112207656,nla.obj-1112207656,,,12,Book,,,
"Rev. C.T. Newman, a memorial address delivered in the Strathfield Methodist Church on Sunday evening, 3rd September, 1911 / by Rev. W.E. Bromilow",https://trove.nla.gov.au/work/12257697,"Bromilow, William E. (William Edward), 1857-1929",1911,Book,http://nla.gov.au/nla.obj-367983912,nla.obj-367983912,,,20,Book,,,
"The life story of the Rev. Frederick Robert Newton / by his foster son, Bishop Henry Newton, of Papua",https://trove.nla.gov.au/work/12257760,"Newton, Henry, 1866-1947",1911-1938,Book,https://nla.gov.au/nla.obj-367987083,nla.obj-367987083,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
Life and education : lecture / by C. Brunsdon Fletcher,https://trove.nla.gov.au/work/12259739,"Fletcher, C. Brunsdon (Charles Brunsdon), 1859-1946",1927,Book,http://nla.gov.au/nla.obj-669872300,nla.obj-669872300,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
The massacre of the innocents : lecture / delivered by D.A. Welsh,https://trove.nla.gov.au/work/12260665,"Welsh, D. A. (David Arthur), -1948",1917,Book,https://nla.gov.au/nla.obj-52789709,nla.obj-52789709,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
"National testimony to Mrs. Kevin Izod O'Doherty (""Eva"" of ""The Nation"") New South Wales Section, under the distinguished patronage of His Eminence Cardinal Moran, Archbishop of Sydney",https://trove.nla.gov.au/work/12263086,,1907,Book,http://nla.gov.au/nla.obj-367749011,nla.obj-367749011,,,10,Book,,,
"Souvenir of sacerdotal silver jubilee of Rev. Father M.D. O'Sullivan, Bungendore, 24th May, 1907",https://trove.nla.gov.au/work/12263450,,1932,Book/Illustrated|Book,http://nla.gov.au/nla.obj-367740544,nla.obj-367740544,,,16,Book,,,
David and Dawn with George Edwards in Fairyland : broadcast from station 2UW,https://trove.nla.gov.au/work/12264320,"Edwards, George",1940-1949,Book|Book/Illustrated,http://nla.gov.au/nla.obj-24231450,nla.obj-24231450,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
The Nortons of Sussex (Eng.) and New South Wales,https://trove.nla.gov.au/work/12264396,,1912,Book,http://nla.gov.au/nla.obj-372449064,nla.obj-372449064,,,20,Book,,,
David and Dawn with George Edwards under the Southern Cross,https://trove.nla.gov.au/work/12264573,"Edwards, George",1940-1949,Book|Book/Illustrated,http://nla.gov.au/nla.obj-24208485,nla.obj-24208485,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
Notes of a journey on the Darling / by W.E. Abbott,https://trove.nla.gov.au/work/12264790,"Abbott, W. E. (William Edward), 1844-1924",1881-1882,Book,http://nla.gov.au/nla.obj-370135406,nla.obj-370135406,,,34,Book,,,
Self-help by the people : history of co-operation in Rochdale / by George Jacob Holyoake,https://trove.nla.gov.au/work/12265539,"Holyoake, George Jacob, 1817-1906",1858,Book,http://nla.gov.au/nla.obj-51359704,nla.obj-51359704,,,78,Book,,,
Undang2 pembentukan kota : stadsvorming ordonnantie (S.V.O.),https://trove.nla.gov.au/work/12266247,Dutch East Indies,1968,Book,https://nla.gov.au/nla.obj-2454551975,nla.obj-2454551975,Indonesian,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
Put up the sword / Adela Pankhurst,https://trove.nla.gov.au/work/12268279,"Pankhurst, Adela, 1885-1961",1916-1917,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2230668600,nla.obj-2230668600,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,236,Book,,,
The new constitution of the Labour Party / Sidney Webb,https://trove.nla.gov.au/work/12272898,"Webb, Sidney, 1859-1947",1917,Book,https://nla.gov.au/nla.obj-52883857,nla.obj-52883857,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
"Mr. Andrew Paton, J.P., of Noorongong : sermon preached in the Presbyterian Church, Tallangatta on 12th July, 1903 / by Rev. W. Huey Steele",https://trove.nla.gov.au/work/12272906,"Steele, W. Huey (William Huey)",1903,Book,http://nla.gov.au/nla.obj-52840078,nla.obj-52840078,,,8,Book,,,
"Pan-Pacific Jamboree, 1948-49 : menus and ration issue chart",https://trove.nla.gov.au/work/12274018,"Wass, J. H",1948,Book,https://nla.gov.au/nla.obj-2670669969,nla.obj-2670669969,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"Leeds and Yorkshire Australian Emigration Society, in connexion with the Port Phillip and Clarence River Colonization Company",https://trove.nla.gov.au/work/12275083,Leeds and Yorkshire Australian Emigration Society. Leeds Branch,1849,Book,https://nla.gov.au/nla.obj-88845311,nla.obj-88845311,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"St. Joseph's College, Hong Kong : diamond jubilee 1875-1935",https://trove.nla.gov.au/work/12279031,,1935,Book/Illustrated|Book,http://nla.gov.au/nla.obj-602029194,nla.obj-602029194,,,179,Book,,,
"Convict Department, 17th May, 1845 : absconders",https://trove.nla.gov.au/work/12279045,Van Diemen's Land. Convict Department,1845,Government publication|Book,http://nla.gov.au/nla.obj-72882609,nla.obj-72882609,,,1,Book,,,
"Prayer leaders' plan, for Sydney Circuit, 1843",https://trove.nla.gov.au/work/12279215,Wesleyan Methodist Church of Australia,1843,Book,https://nla.gov.au/nla.obj-99043225,nla.obj-99043225,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"Reports to the Premier on the trade of Japan, India and Burma, Philippine Islands, Java and Madoera, China, Straits Settlements and Ceylon for the year 1918 / by J.B. Suttor",https://trove.nla.gov.au/work/12280023,"Suttor, J. B. (John Bligh), 1859-1925",1919,Book,http://nla.gov.au/nla.obj-52783946,nla.obj-52783946,,,68,Book,,,
Godly miracle of childbirth / by Elizabeth McSweeney,https://trove.nla.gov.au/work/12280480,"McSweeney, Elizabeth",1926,Book,http://nla.gov.au/nla.obj-40475707,nla.obj-40475707,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
